0.86221,0.84559,0.83147,0.81978,0.80962,0.80052,0.79226,0.78475,0.77804,0.77227,0.76723,0.76265,0.7585,0.75483,0.75145,0.74836,0.74561,0.7429,0.74048,0.73833,0.73625,0.73434,0.73257,0.73095,0.72945,0.72806,0.72676,0.72556,0.72443,0.72337,0.72237,0.72149,0.72055,0.71982,0.71895,0.7182,0.71753,0.71688,0.71626,0.71567,0.71511
0.95487,0.93878,0.92284,0.90751,0.89338,0.87976,0.86713,0.85556,0.84492,0.83515,0.82634,0.81844,0.81122,0.80464,0.79855,0.79293,0.78782,0.78308,0.77863,0.77452,0.77072,0.76719,0.7639,0.76086,0.75806,0.75546,0.75301,0.75069,0.74852,0.7465,0.74462,0.74287,0.74108,0.73955,0.73806,0.73666,0.73538,0.7341,0.7329,0.73175,0.73066
0.97425,0.97705,0.97315,0.96455,0.95311,0.94049,0.92731,0.91432,0.90182,0.8899,0.87865,0.86817,0.85844,0.84939,0.84101,0.83322,0.82599,0.81925,0.81301,0.80719,0.8018,0.79675,0.79209,0.78774,0.78368,0.77988,0.77635,0.77304,0.76995,0.76704,0.76432,0.76175,0.7593,0.75706,0.75483,0.75281,0.7509,0.74908,0.74735,0.7457,0.74414
0.91912,0.94844,0.96669,0.97677,0.97958,0.9778,0.9729,0.96507,0.95578,0.94606,0.93575,0.92543,0.91525,0.90541,0.89586,0.88674,0.87793,0.86968,0.8618,0.85435,0.84738,0.84077,0.83455,0.82868,0.82315,0.81783,0.81307,0.80848,0.80412,0.79997,0.79608,0.79241,0.78901,0.78564,0.78254,0.77965,0.77683,0.77415,0.77162,0.7692,0.76692
0.7932,0.84497,0.88811,0.9213,0.94462,0.96021,0.9692,0.97306,0.97272,0.96929,0.96361,0.95687,0.9488,0.94022,0.93127,0.9223,0.91346,0.90475,0.8962,0.88803,0.88012,0.87256,0.86536,0.85852,0.85201,0.84585,0.84,0.83446,0.82922,0.82423,0.8195,0.81503,0.8108,0.80675,0.80297,0.79933,0.79584,0.79259,0.7895,0.78652,0.78368
0.70747,0.75899,0.80689,0.84932,0.88501,0.91352,0.93592,0.9529,0.9646,0.97166,0.97528,0.97573,0.97396,0.97029,0.96512,0.95898,0.95223,0.94517,0.93765,0.93005,0.9224,0.9148,0.90731,0.89998,0.89286,0.88599,0.87936,0.87298,0.86689,0.86105,0.85536,0.84997,0.84485,0.83998,0.83533,0.83085,0.82655,0.82243,0.8185,0.81473,0.81113
0.59424,0.64245,0.69316,0.74264,0.78757,0.82742,0.86195,0.89153,0.91595,0.93501,0.94911,0.95899,0.96535,0.96843,0.96892,0.96742,0.96436,0.96001,0.9547,0.94873,0.94233,0.93561,0.92876,0.92184,0.91496,0.90812,0.90138,0.89479,0.88835,0.88212,0.87611,0.87033,0.8648,0.85945,0.85431,0.84934,0.84458,0.84001,0.83564,0.83143,0.82739
0.54712,0.58192,0.62319,0.66617,0.70847,0.74874,0.7866,0.8217,0.85352,0.8814,0.90513,0.92475,0.94047,0.95236,0.96039,0.96599,0.96923,0.97029,0.96966,0.96754,0.96431,0.96018,0.95541,0.9502,0.94448,0.93855,0.93248,0.92633,0.92017,0.91404,0.90798,0.90199,0.89611,0.89037,0.88478,0.87935,0.87409,0.869,0.86408,0.85932,0.85472
0.5509,0.57073,0.59917,0.63179,0.66571,0.69996,0.73403,0.76754,0.79974,0.82995,0.8574,0.88178,0.90318,0.92086,0.93569,0.94755,0.95671,0.96328,0.96778,0.9704,0.97123,0.97069,0.96909,0.96654,0.96318,0.9592,0.95467,0.94965,0.94452,0.93911,0.93371,0.92816,0.92273,0.91718,0.91166,0.9062,0.90086,0.89556,0.89038,0.88534,0.88041
0.57249,0.57654,0.58905,0.60787,0.6313,0.65801,0.68693,0.71702,0.74725,0.77703,0.80544,0.83207,0.85657,0.8787,0.89817,0.91516,0.92945,0.94163,0.95129,0.95879,0.96432,0.96809,0.97031,0.9712,0.97092,0.96962,0.96752,0.96468,0.96123,0.95734,0.9531,0.94858,0.94383,0.93889,0.9338,0.92536,0.92399,0.91882,0.9137,0.90865,0.90367
0.60568,0.5906,0.58797,0.59439,0.60744,0.62549,0.64728,0.67171,0.69784,0.72481,0.75186,0.77859,0.80437,0.82874,0.85133,0.87206,0.8907,0.90719,0.92159,0.93388,0.94409,0.95238,0.95888,0.96376,0.96717,0.96913,0.97009,0.97009,0.96921,0.96807,0.96479,0.96203,0.95873,0.955,0.95101,0.94681,0.94238,0.93784,0.9332,0.92851,0.92379
0.66387,0.62464,0.60408,0.59654,0.59793,0.60575,0.61881,0.63584,0.65604,0.67848,0.70243,0.72726,0.75227,0.77691,0.80067,0.82336,0.84469,0.86451,0.88246,0.89875,0.91313,0.92568,0.93642,0.94539,0.95282,0.95859,0.96309,0.96627,0.96831,0.96934,0.96951,0.96891,0.96776,0.96457,0.96299,0.96018,0.95692,0.95336,0.9496,0.94565,0.94154
0.73842,0.66701,0.62147,0.59553,0.58365,0.58089,0.58506,0.59461,0.60894,0.62642,0.64682,0.66877,0.69195,0.71573,0.73969,0.76371,0.78676,0.80894,0.83016,0.84999,0.86836,0.8851,0.90011,0.91353,0.92517,0.9351,0.94349,0.95053,0.95606,0.96045,0.96369,0.96593,0.96722,0.96756,0.96719,0.96618,0.96462,0.96256,0.96009,0.95728,0.95416
0.85533,0.7651,0.69502,0.64748,0.61788,0.60073,0.59312,0.5929,0.59836,0.6087,0.62258,0.63929,0.65811,0.67845,0.69975,0.72162,0.7436,0.76536,0.7867,0.80738,0.82717,0.84583,0.86327,0.87932,0.89393,0.90709,0.91881,0.9291,0.938,0.94549,0.9518,0.95687,0.96081,0.96374,0.96575,0.96702,0.96749,0.96729,0.96653,0.96525,0.96346
0.94877,0.8724,0.79279,0.72904,0.68289,0.65128,0.6312,0.62005,0.61616,0.61807,0.62476,0.63507,0.64836,0.66353,0.68049,0.69862,0.71761,0.73713,0.75685,0.77649,0.79582,0.81446,0.83231,0.8493,0.8653,0.88008,0.89367,0.90605,0.91716,0.92702,0.93564,0.9432,0.94951,0.95475,0.95901,0.96239,0.96487,0.96655,0.96752,0.96785,0.96759
0.9775,0.95734,0.89114,0.81811,0.75557,0.70692,0.6714,0.64726,0.63227,0.62475,0.62314,0.62638,0.63338,0.64342,0.65583,0.67015,0.68595,0.70291,0.7206,0.73887,0.75724,0.77566,0.79378,0.81144,0.82836,0.84452,0.85983,0.87416,0.8875,0.89967,0.91073,0.92073,0.92961,0.93744,0.94426,0.95009,0.95499,0.95895,0.96206,0.96441,0.96607
0.92244,0.97615,0.96007,0.90243,0.83558,0.77486,0.72569,0.68856,0.66217,0.64458,0.63443,0.63023,0.63085,0.6353,0.6428,0.65284,0.66501,0.67878,0.69382,0.70983,0.72651,0.7437,0.76089,0.77814,0.79517,0.8118,0.8279,0.84324,0.85773,0.87155,0.88435,0.89618,0.90699,0.91682,0.92565,0.93353,0.94039,0.9464,0.95152,0.95583,0.95948
0.79346,0.91003,0.96995,0.96197,0.90975,0.84492,0.78321,0.73187,0.69215,0.66322,0.64315,0.63068,0.62412,0.62236,0.62472,0.6303,0.6386,0.64911,0.66126,0.67493,0.68977,0.70545,0.72183,0.7385,0.75537,0.77213,0.78863,0.80467,0.82068,0.83572,0.85014,0.86363,0.87648,0.88837,0.89933,0.90938,0.91851,0.92674,0.93394,0.94045,0.94609
0.70889,0.82676,0.9264,0.97578,0.97039,0.92815,0.8711,0.81401,0.76426,0.72428,0.69376,0.67138,0.65603,0.64652,0.64177,0.64106,0.64368,0.64912,0.65681,0.6664,0.6776,0.69011,0.70371,0.71799,0.7328,0.74799,0.76332,0.77868,0.79381,0.80859,0.82319,0.83704,0.85042,0.86314,0.87518,0.88645,0.89693,0.90663,0.91553,0.92363,0.93094
0.62115,0.72162,0.83477,0.92791,0.97384,0.97164,0.93484,0.8823,0.82794,0.77918,0.73874,0.70691,0.6829,0.66559,0.65398,0.64717,0.64446,0.64506,0.64845,0.65431,0.66213,0.67167,0.68257,0.6946,0.70759,0.72126,0.73538,0.74983,0.76432,0.77873,0.79318,0.80737,0.8212,0.83459,0.84744,0.85971,0.87138,0.88238,0.89268,0.90226,0.9111
0.7667843,0.74845893,0.73451394,0.72423381,0.71627039,0.70976535,0.70440728,0.69999045,0.69638819,0.69343015,0.69117103,0.68957552,0.68824887,0.68726243,0.68651498,0.68589861,0.68543883,0.68511338,0.68487204,0.68468801,0.68458332,0.68455034,0.68456873,0.68462307,0.68471581,0.68484449,0.68500559,0.68519447,0.68540492,0.68561316,0.6858399,0.6860507,0.6863687,0.68664702,0.68689742,0.68713058,0.68735259,0.68757587,0.68779383,0.68800624,0.68821275
0.90917056,0.88431472,0.86143783,0.84096707,0.82365659,0.80821096,0.79486136,0.78304845,0.7728243,0.76406906,0.75645296,0.74998134,0.74446207,0.73958684,0.73539744,0.73168914,0.72839403,0.72545455,0.7228199,0.72042661,0.71832319,0.71651644,0.71483413,0.71331511,0.7119712,0.71076418,0.70967963,0.7087046,0.70782674,0.70703456,0.70631767,0.70572457,0.70512985,0.70458899,0.70415306,0.70369107,0.70331155,0.70290349,0.70254927,0.70225049,0.70196817
